Date and Time of initial call,Date and time of Ranger response,Borough,Property,Location,Species Description,Call Source,Species Status,Animal Condition,Duration of Response,Age,Animal Class,311SR Number,Final Ranger Action,# of Animals,PEP Response,Animal Monitored,Rehabilitator,Hours spent monitoring,Police Response,ESU Response,ACC Intake Number
09/10/2020 10:30:00 AM,09/10/2020 10:30:00 AM,Staten Island,Clove Lakes Park,On log near stone house bridge,Great Blue Heron,Public,Native,Injured,0.5,Juvenile,Birds,,Monitored Animal,1,false,true,,0.5,false,false,
09/10/2020 01:00:00 PM,09/10/2020 01:10:00 PM,Brooklyn,Prospect Park,By the Boat House,Chicken,"Conservancies/""Friends of"" Groups",Domestic,Injured,1,Adult,Domestic,311-03909845,ACC,1,false,false,,,false,false,102574
09/10/2020 11:30:00 AM,09/10/2020 11:45:00 AM,Manhattan,Central Park,"W 90th St and West Drive, by the Reservoir",Raccoon,Central,Native,Healthy,0.5,Adult,Small Mammals-RVS,311-03907680,Advised/Educated others,1,false,false,,,false,false,
09/09/2020 04:15:00 PM,09/09/2020 04:30:00 PM,Staten Island,Snug Harbor Cultural Center,By white garden,White-tailed Deer,Central,Native,Injured,4,Infant,Deer,311-03900739,ACC,1,false,false,,,false,false,102548
09/09/2020 12:30:00 PM,09/09/2020 04:25:00 PM,Manhattan,Central Park,Safari Playground,Eastern Gray Squirrel,"Conservancies/""Friends of"" Groups",Native,Healthy,0.5,Adult,Small Mammals-non RVS,,Advised/Educated others,1,false,false,,,false,false,
09/09/2020 10:15:00 AM,09/09/2020 10:15:00 AM,Manhattan,Central Park,"Conservatory Water, 74th & 5th ave",Mallard Duck,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.25,Adult,Birds,311-03897310,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
09/09/2020 07:30:00 AM,09/09/2020 07:50:00 AM,Manhattan,Central Park,"82nd & E. Drive, behind the Met, in Elm tree",Raccoon,Employee,Native,N/A,0.5,Infant,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
09/09/2020 08:00:00 AM,09/09/2020 08:25:00 AM,Staten Island,Clove Lakes Park,Boat launch,Great Blue Heron,Public,Native,Injured,1.25,Juvenile,Birds,,Monitored Animal,1,false,true,,0.25,false,false,
09/07/2020 12:40:00 PM,09/07/2020 12:50:00 PM,Manhattan,Central Park,Belvedere Castle,Raccoon,"Conservancies/""Friends of"" Groups",Native,Healthy,0.75,Juvenile,Small Mammals-RVS,n/a,Relocated/Condition Corrected,1,false,false,,,false,false,
09/08/2020 08:30:00 AM,09/08/2020 08:30:00 AM,Brooklyn,Marine Park,"East side nature trail, lookout hill",Eastern Box Turtle,Observed by Ranger,Native,Healthy,1,Adult,Terrestrial Reptile or Amphibian,,Rehabilitator,1,false,true,Narrows Botanical Garden,6,false,false,
09/08/2020 09:20:00 AM,09/08/2020 09:30:00 AM,Manhattan,Central Park,"E 82nd Street and Central Park Drive, behind the Met",Raccoon,Employee,Native,Healthy,1,Infant,Small Mammals-RVS,,Monitored Animal,1,false,true,,0.75,false,false,
09/07/2020 09:45:00 AM,09/07/2020 09:55:00 AM,Queens,Jacob Riis Beach,On beach between lifeguard chairs near Art Deco building,Herring Gull,Central,Native,Injured,2.25,Adult,Birds,311-03874233,ACC,1,false,false,,,false,false,102386
09/06/2020 02:45:00 PM,09/06/2020 03:10:00 PM,Bronx,Pelham Bay Park,Orchard Beach Basketball Courts,Raccoon,Employee,Native,Healthy,1,Adult,Small Mammals-RVS,,Advised/Educated others,1,false,true,,1,true,true,
09/06/2020 03:00:00 PM,09/06/2020 03:00:00 PM,Manhattan,Morningside Park,Morningside Pond,Double-crested Cormorant,Public,Native,Unhealthy,1,Juvenile,Birds,311-03853826,Rehabilitator,1,false,true,Wild Bird Fund,1,false,false,
09/05/2020 01:15:00 PM,09/05/2020 01:45:00 PM,Bronx,Pelham Bay Park,Outside Orchard Beach Nature Center,Red-eared slider,Employee,Invasive,Healthy,2,Adult,Terrestrial Reptile or Amphibian,311-03852587,ACC,1,false,false,,,false,false,
09/05/2020 11:30:00 AM,09/05/2020 04:00:00 PM,Manhattan,Central Park,Lawn off east drive near Resevior,Eastern Gray Squirrel,Public,Native,N/A,1,Juvenile,Small Mammals-non RVS,,Unfounded,0,false,false,,,false,false,
09/05/2020 10:10:00 AM,09/05/2020 10:30:00 AM,Queens,Alley Pond Park,"40.743015, -73.740140",Raccoon,Central,Native,Unhealthy,1.5,Adult,Small Mammals-RVS,311-03850588,ACC,1,false,false,,,false,false,102278
09/05/2020 10:15:00 AM,09/05/2020 10:15:00 AM,Manhattan,Inwood Hill Park,Next to the boathouse and Marsh,Canada Goose,Observed by Ranger,Native,Unhealthy,1,Adult,Birds,311-03851088,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
09/05/2020 01:15:00 PM,09/05/2020 01:15:00 PM,Manhattan,Central Park,"North of the Reservoir, south of transverse, in the middle, under a tree",Eastern Gray Squirrel,Public,Native,N/A,0.25,Infant,Small Mammals-non RVS,,Advised/Educated others,1,false,false,,,false,false,
09/05/2020 09:40:00 AM,09/05/2020 09:40:00 AM,Manhattan,Central Park,West Drive and just south of the 79th street transverse,Eastern Gray Squirrel,Public,Native,DOA,0.25,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,
09/03/2020 03:00:00 PM,09/03/2020 03:15:00 PM,Staten Island,Ocean Breeze Track & Field Athletic Complex,Across street near guardrail,Wild Turkey,Employee,Native,DOA,0.5,Adult,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,
09/03/2020 02:00:00 PM,09/03/2020 02:00:00 PM,Staten Island,High Rock Park,Altamount House,Snake (Unknown),Employee,Native,N/A,0.5,Adult,Terrestrial Reptile or Amphibian,,Unfounded,0,true,false,,,false,false,
09/04/2020 01:50:00 PM,09/04/2020 02:03:00 PM,Queens,Alley Pond Park,"Oakland Lake, path left of main entrance",Common Snapping Turtle,Central,Native,Healthy,1,Adult,Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,1,false,false,,,false,false,
09/03/2020 10:30:00 AM,09/03/2020 10:30:00 AM,Manhattan,Central Park,"Bow Bridge, Ramble",House Sparrow,Public,Native,Injured,0.25,Adult,Birds,,Advised/Educated others,1,false,false,,,false,false,
09/02/2020 01:30:00 PM,09/02/2020 01:50:00 PM,Brooklyn,Marine Park,PS 278 Playground near Fillmore Avenue,Rock Dove,Public,Native,Injured,1,Adult,Birds,311-03821642,ACC,1,false,true,,2,false,false,136323
09/02/2020 10:00:00 AM,09/02/2020 10:36:00 AM,Staten Island,Wolfe's Pond Park,Field,Canada Goose,Employee,Native,Injured,1.25,Adult,Birds,,Monitored Animal,1,false,true,,0.5,false,false,
09/02/2020 11:00:00 AM,09/02/2020 11:01:00 AM,Manhattan,Central Park,Arsenal North grounds,Rock Dove,Employee,Native,N/A,0.5,Adult,Birds,,Advised/Educated others,3,false,false,,,false,false,
09/01/2020 01:45:00 PM,09/01/2020 02:20:00 PM,Staten Island,Willowbrook Park,At Comfort Station M&O Office,Domestic Duck,Employee,Domestic,Injured,1.25,Infant,Birds,311-03810761,ACC,1,false,false,,,false,false,102003
08/29/2020 01:40:00 PM,08/29/2020 01:50:00 PM,Staten Island,Freshkills Park,Near the visitors center trailer,Red-tailed Hawk,Employee,Native,Unhealthy,4.25,Juvenile,Raptors,311-03775661,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
08/31/2020 10:45:00 AM,08/31/2020 12:00:00 PM,Bronx,Pelham Bay Park,"Adjacent to Rodman's Neck Police firing range.  40.854613, 73.799860",White-tailed Deer,Central,Native,Injured,4,Adult,Deer,311-03800233,Relocated/Condition Corrected,1,false,true,,3.5,true,true,
08/31/2020 02:00:00 PM,08/31/2020 02:30:00 PM,Brooklyn,City Line Park,435 Grant Avenue - Street Tree,American Kestrel,Central,Native,Unhealthy,2,Juvenile,Raptors,31123799764,Rehabilitator,1,false,false,Bobby Horvath,,false,false,
08/30/2020 11:30:00 AM,08/30/2020 11:45:00 AM,Manhattan,Central Park,Dana Center 110th St Playground,Raccoon,"Conservancies/""Friends of"" Groups",Native,Healthy,0.5,Juvenile,Small Mammals-RVS,n/a,Relocated/Condition Corrected,1,false,false,,,false,false,
08/29/2020 05:00:00 PM,08/30/2020 11:00:00 AM,Brooklyn,Prospect Park,Long Meadow between Picnic House and Tennis House,Bat (Unknown),Public,Native,Injured,1,Adult,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
08/27/2020 06:00:00 PM,08/27/2020 06:15:00 PM,Brooklyn,Leif Ericson Park,Fort Hamilton Parkway and 67th Street,Domestic Duck,Central,Domestic,Injured,1,Juvenile,Domestic;#Birds,,Unfounded,0,false,false,,,false,false,
08/29/2020 09:00:00 AM,08/29/2020 09:05:00 AM,Brooklyn,Bush Terminal Park,By 43rd Street,Duck (Unknown),Central,Native,N/A,0.75,Adult,Birds,,Unfounded,0,false,false,,,false,false,
08/28/2020 10:00:00 AM,08/28/2020 10:30:00 AM,Queens,Alley Pond Park,"73rd Avenue and Cloverdale Boulevard (40.7432319, -73.7475548)",Raccoon,Public,Native,Unhealthy,1.25,Adult,Small Mammals-RVS,311-03762821,ACC,1,false,false,,,false,false,101687
08/28/2020 10:30:00 AM,08/28/2020 11:00:00 AM,Bronx,Pelham Bay Park,Orchard Beach. Road leading up to dump.,Raccoon,Employee,Native,Unhealthy,2.25,Adult,Small Mammals-RVS,311-03763189,ACC,1,false,false,,,false,false,101686
08/28/2020 09:00:00 AM,08/28/2020 09:05:00 AM,Brooklyn,Bergen Beach Playground,By the Spider Rope Obstacle,American Crow,Central,Native,Injured,0.5,Adult,Birds,,Monitored Animal,1,false,true,,0.25,false,false,
08/27/2020 02:00:00 PM,08/27/2020 02:50:00 PM,Staten Island,Ocean Breeze Park,retention pond near the track,Canada Goose,Employee,Native,Unhealthy,2,Adult,Birds,311-03755381,ACC,1,false,false,,,false,false,101634
08/27/2020 09:50:00 AM,08/27/2020 09:50:00 AM,Staten Island,Clove Lakes Park,Northwest side of Brooks Pond,Mallard Duck,Central,Native,Injured,1,Adult,Birds,,Unfounded,0,false,false,,,false,false,
08/27/2020 02:30:00 PM,08/27/2020 03:15:00 PM,Staten Island,Clove Lakes Park,Brooks' Pond by snow fencing,Mallard Duck,Central,Native,DOA,1,Adult,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,
08/26/2020 05:50:00 PM,08/26/2020 06:00:00 PM,Queens,Cunningham Park,On bike trail near Long Island Motor Parkway,Great Blue Heron,Other,Native,Injured,0.75,Adult,Birds,,Unfounded,0,false,false,,,false,false,
08/26/2020 11:00:00 AM,08/26/2020 11:30:00 AM,Manhattan,Central Park,Outside the Hallet,Red-tailed Hawk,"Conservancies/""Friends of"" Groups",Native,Unhealthy,3,Juvenile,Raptors,311-03742163,Rehabilitator,1,false,false,Bobby Horvath,,false,false,
08/26/2020 10:05:00 AM,08/26/2020 10:08:00 AM,Staten Island,Ocean Breeze Park,Horse stable,Chicken,Employee,Domestic,Healthy,2.25,Adult,Birds,311-03743450,ACC,2,true,false,,,false,false,101512
08/26/2020 09:30:00 AM,08/26/2020 09:30:00 AM,Staten Island,Willowbrook Park,in the park office,Domestic Duck,Employee,Domestic,Injured,1.5,Juvenile,Birds,311-03741094,ACC,1,false,false,,,false,false,101502
08/25/2020 08:30:00 AM,08/08/2020 08:40:00 AM,Manhattan,Central Park,In a trash can outside the men's comfort station at 65th street ballfields,Raccoon,Central,Native,N/A,1.25,Adult,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
08/21/2020 09:13:00 PM,08/22/2020 04:45:00 PM,Manhattan,Riverside Park,675 Riverside Drive,Raccoon,Public,Native,N/A,1,Adult,Small Mammals-RVS,311-03688502,Unfounded,0,false,false,,,false,false,
08/22/2020 09:35:00 AM,08/22/2020 09:35:00 AM,Manhattan,Central Park,"Harlem Meer, on the black wire fence across from the NE corner entrance at 110th street.",Norway Rat,"Conservancies/""Friends of"" Groups",Invasive,Unhealthy,0.25,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,
08/21/2020 06:00:00 PM,08/22/2020 08:30:00 AM,Manhattan,Central Park,Harlem Meer,Domestic Duck,Employee,Domestic,Healthy,3,Adult,Birds,,Monitored Animal,2,false,false,,,false,false,
08/21/2020 12:20:00 PM,08/21/2020 12:30:00 PM,Manhattan,Peter Detmold Park,On 49th Street outside Peter Detmold Park,American Kestrel,Public,Native,Healthy,1,Juvenile,Raptors,,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
08/21/2020 10:40:00 AM,08/21/2020 10:40:00 AM,Manhattan,Hudson Park,At Pier 40 on the northside of the Hudson River Park command,Gull (Unknown),Employee,Native,N/A,0.5,Adult,Birds,,Unfounded,0,false,false,,,false,false,
08/21/2020 09:20:00 AM,08/21/2020 09:40:00 AM,Manhattan,Hudson Park,Hudson River Park Command at Pier 40,Gull (Unknown),Employee,Native,Unhealthy,2,Juvenile,Birds,311-03684716,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
08/20/2020 10:30:00 AM,08/20/2020 11:00:00 AM,Brooklyn,McCarren Park,Inside Park near corner of North 12th Street and Driggs Ave.,Eastern Gray Squirrel,Employee,Native,Injured,2,Adult,Small Mammals-non RVS,311-03673609,ACC,1,false,false,,,false,false,101037
08/20/2020 05:39:00 PM,08/20/2020 05:45:00 PM,Brooklyn,Marine Park,Salt Marsh Nature Center,Virginia Opossum,Public,Native,Healthy,2,Juvenile,Small Mammals-non RVS,311-03666817,ACC,4,false,false,,,false,false,"100987, 100988, 100989, 100990"
08/19/2020 01:30:00 PM,08/19/2020 01:30:00 PM,Queens,Kissena Park,164th Street and Underhill Avenue,Eastern Gray Squirrel,Central,Native,Injured,2,Adult,Small Mammals-non RVS,311-036-637-21,ACC,1,false,false,,,false,false,
08/18/2020 12:00:00 PM,08/18/2020 12:30:00 PM,Brooklyn,Brighton Playground,"Brighton Beach, lifeguard stand at Brighton 1st St",Gull (Unknown),Central,Native,Injured,1,Adult,Birds,,Advised/Educated others,1,false,false,,,false,false,
08/18/2020 11:15:00 AM,08/18/2020 12:15:00 PM,Bronx,Bronx Park,Grassy area at E228th St and Bronx Blvd,Canada Goose,Employee,Native,Injured,1,Adult,Birds,311-0365017,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
08/17/2020 05:15:00 PM,08/17/2020 03:20:00 PM,Queens,Haggerty Park,Park,Raptor (Unknown),Central,Native,Injured,0.5,Adult,Raptors,,Unfounded,0,false,false,,,false,false,
08/18/2020 12:33:00 PM,08/18/2020 12:33:00 PM,Queens,Park of the Americas,Astro Turf Field,American Bullfrog,Employee,Native,Healthy,0.5,Adult,Terrestrial Reptile or Amphibian,311-03652746,Relocated/Condition Corrected,1,false,false,,,false,false,
08/17/2020 07:30:00 PM,08/18/2020 10:41:00 AM,Staten Island,Willowbrook Park,Willowbrook Park by the pond,Domestic Duck,Employee,Domestic,Unhealthy,0.75,Infant,Birds,311-03651416,ACC,1,false,false,,,false,false,100824
08/16/2020 07:48:00 PM,08/16/2020 08:10:00 PM,Queens,Flushing Meadows Corona Park,PEP Command,Red-tailed Hawk,Employee,Native,Injured,1,Juvenile,Raptors,311-03633490,Rehabilitator,1,true,false,Bobby Horvath,,false,false,
08/15/2020 09:16:00 PM,08/16/2020 10:00:00 AM,Staten Island,Silver Lake Park,Baseball field on Lakewood road,Wild Turkey,Other,Native,Injured,1,Infant,Birds,,Unfounded,0,false,false,,,false,false,
08/14/2020 01:00:00 PM,08/14/2020 03:30:00 PM,Manhattan,Jackie Robinson Recreation Center,West 152nd St and Bradhurst Avenue,Chicken,Public,Domestic,Healthy,1,Adult,Birds,311-03603156,ACC,1,false,false,,,false,false,100630
08/14/2020 09:00:00 AM,08/14/2020 10:00:00 AM,Manhattan,Central Park,"40.778329, -73.967018 79th Street Transverse, under East Drive",Raccoon,Public,Native,DOA,1,Adult,Small Mammals-RVS,311-03599861,ACC,1,false,false,,,false,false,100562
08/14/2020 09:00:00 AM,08/14/2020 09:30:00 AM,Staten Island,Wolfe's Pond Park,Picnic Tables,Canada Goose,Employee,Native,Injured,1,Adult,Birds,311-03602386,Relocated/Condition Corrected,1,false,false,,,false,false,
08/13/2020 11:36:00 AM,08/13/2020 11:36:00 AM,Manhattan,West Harlem Piers,W 131 street,Mallard Duck,Employee,Native,Healthy,1,Adult,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,
08/13/2020 10:45:00 AM,08/13/2020 10:50:00 AM,Manhattan,St. Nicholas Park,W 129th & St Nick Terrace,American Robin,Employee,Native,Healthy,1.5,Infant,Birds,311-03593350,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
08/12/2020 03:00:00 PM,08/12/2020 04:00:00 PM,Staten Island,Lemon Creek Park,beach,Canada Goose,Employee,Native,Unhealthy,2.75,Adult,Birds,311-03594256,Relocated/Condition Corrected,1,true,false,,,false,false,
08/12/2020 02:30:00 PM,08/12/2020 02:45:00 PM,Brooklyn,Marine Park,Marine Park - Carro Center,Domestic Dove,Public,Domestic,Healthy,1,Adult,Birds,,ACC,1,false,false,,,false,false,
08/12/2020 08:00:00 AM,08/12/2020 08:00:00 AM,Brooklyn,Marine Park,Gerritsen Creek along Avenue U,Spiny Dogfish Shark,Observed by Ranger,Native,Healthy,0.5,Adult,Fish-numerous quantity,,Relocated/Condition Corrected,1,false,true,,0.25,false,false,
08/12/2020 10:00:00 AM,08/12/2020 10:30:00 AM,Manhattan,Inwood Hill Park,Clove Road Path,Raccoon,Public,Native,Unhealthy,4,Juvenile,Small Mammals-RVS,311-03580028,ACC,1,false,false,,,false,false,100400
08/12/2020 09:50:00 AM,08/12/2020 11:30:00 AM,Staten Island,Lemon Creek Park,"Beach between marina and fishing pier, crossstreets Johnston Terr and Bayview Ave",Loggerhead Sea Turtle,Employee,Native,DOA,2,Adult,Marine Reptiles,311-03581049,Relocated/Condition Corrected,1,false,false,,,false,false,
08/11/2020 03:30:00 PM,08/11/2020 04:00:00 PM,Brooklyn,Prospect Park,12st and Prospect Park West,Chicken,Central,Domestic,Healthy,1.5,Adult,Domestic,311-0355-427-4,ACC,2,false,false,,,false,false,
08/11/2020 12:06:00 PM,08/11/2020 01:20:00 PM,Staten Island,Conference House Park,Beach,Osprey,Employee,Native,DOA,1.5,Adult,Raptors,,Relocated/Condition Corrected,1,false,false,,,false,false,
08/10/2020 04:00:00 PM,08/10/2020 04:00:00 PM,Manhattan,Central Park,"6th Ave and Center Drive; 40.766988, -73.976859",Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2,Juvenile,Small Mammals-RVS,311-0355 7907,ACC,1,false,false,,,false,false,100308
08/09/2020 01:30:00 PM,08/09/2020 12:00:00 AM,Queens,Hinton Park,Park Entrance,Dog,Employee,Domestic,Healthy,2,Adult,Domestic,311-0355-1372,ACC,1,false,false,,,false,false,
08/09/2020 06:19:00 PM,08/09/2020 06:20:00 PM,Staten Island,Brookfield Park,"East mound, pond by Corban st",Canada Goose,Public,Native,N/A,1,Adult,Birds,,Monitored Animal,1,false,false,,,false,false,
08/09/2020 08:30:00 AM,08/09/2020 09:00:00 AM,Bronx,Van Cortlandt Park,Parade Ground (by Tortoise & Hare statue),Bird (Unknown),Public,Native,N/A,0.25,Adult,Birds,,Unfounded,0,false,false,,,false,false,
08/09/2020 11:45:00 AM,08/09/2020 12:10:00 PM,Bronx,Van Cortlandt Park,Behind Van Cortlandt Mansion Museum,Domestic Rabbit,Central,Domestic,Healthy,1,Adult,Small Mammals-non RVS,,Unfounded,0,false,false,,,false,false,
08/08/2020 03:38:00 PM,08/08/2020 04:00:00 PM,Manhattan,Central Park,59th Street Pond,Domestic Duck,Public,Domestic,Healthy,4,Juvenile,Birds,311-03526953,Rehabilitator,2,false,false,Wild Bird Fund,,false,false,
08/07/2020 12:00:00 PM,08/07/2020 01:00:00 PM,Bronx,Pelham Bay Park,Pelham Bay Nature Center,Red-eared Slider,Public,Invasive,Healthy,3,Juvenile,Terrestrial Reptile or Amphibian,,ACC,2,false,false,,,false,false,133609
08/07/2020 02:30:00 PM,08/07/2020 01:30:00 PM,Staten Island,Ocean Breeze Track & Field Athletic Complex,Complex parking lot,Double-crested Cormorant,Employee,Native,Unhealthy,0.5,Adult,Birds,311-03513603,ACC,1,false,false,,,false,false,100091
08/06/2020 06:15:00 PM,08/06/2020 06:15:00 PM,Manhattan,Fort Tryon Park,Path West of Cloisters Lawn near wall,Blue Jay,Central,Native,N/A,0.4,Juvenile,Birds,,Unfounded,0,false,false,,,false,false,
08/05/2020 04:30:00 PM,08/05/2020 04:30:00 PM,Bronx,Raoul Wallenberg Forest,Along the park trail,Virginia Opossum,Observed by Ranger,Native,Healthy,2,Infant,Small Mammals-non RVS,311-03484862,ACC,6,false,false,,,false,false,133433
08/05/2020 03:10:00 PM,08/05/2020 03:15:00 PM,Bronx,Pelham Bay Park,Two Tree Island,Raccoon,Employee,Native,N/A,0.75,Adult,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
08/05/2020 09:20:00 AM,08/05/2020 09:25:00 AM,Staten Island,Ocean Breeze Track & Field Athletic Complex,near the retention ponds next to the track,Canada Goose,Employee,Native,DOA,1.25,Adult,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,
08/02/2020 11:00:00 AM,08/02/2020 11:20:00 AM,Manhattan,Central Park,"Dana Discovery Center Women's Comfort station 40.797192, -73.951430",Raccoon,"Conservancies/""Friends of"" Groups",Native,Healthy,0.5,Juvenile,Small Mammals-RVS,n/a,Relocated/Condition Corrected,1,false,false,,,false,false,
08/05/2020 08:45:00 AM,08/05/2020 09:15:00 AM,Staten Island,Clove Lakes Park,Double bridge waterfall between creek and Clove Lake,Great Blue Heron,Public,Native,N/A,2,Adult,Birds,,Unfounded,0,false,false,,,false,false,
08/02/2020 04:00:00 PM,08/02/2020 04:00:00 PM,Brooklyn,Fort Greene Park,St. Edwards/Myrtle Ave,Snake (Unknown),Employee,N/A,N/A,1,Adult,Terrestrial Reptile or Amphibian,,Unfounded,0,false,false,,,false,false,
08/02/2020 06:02:00 PM,08/02/2020 06:18:00 PM,Staten Island,Silver Lake Park,Victory Boulevard and Forest Avenue,Great Blue Heron,Central,Native,N/A,1,Adult,Birds,,Unfounded,0,false,false,,,false,false,
